"","X","session","site","habitat","octocoral","stony","relief_cm","species_order","family","binomial","species","size_bin","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","pred_date","pred_depth","pred_area","pred_abundance","pred_density","SVC_pred_difference","total_density","log_difference","average_depth","colouration2","shape","fnt_group"
"252",288,186,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",26,78.53981634,1,0.0127323954473103,"2015-03-16",20,3276,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,23,"neutral","fusiform","carnivore"
"253",290,186,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2015-03-16",26,78.53981634,0,0,"2015-03-16",20,3276,1,0.000305250305250305,-0.000305250305250305,0.000305250305250305,-0.266394827171975,23,"neutral","fusiform","carnivore"
"255",292,186,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Epinephelidae","Epinephelus guttatus","red hind","5",1,0,"demersal","solitary",76,"conspicuous",0,"2015-03-16",26,78.53981634,0,0,"2015-03-16",20,3276,1,0.000305250305250305,-0.000305250305250305,0.000305250305250305,-0.266394827171975,23,"neutral","fusiform","invertivore"
"256",293,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",60.5,2000,4,0.002,0.00365884241990599,0.00765884241990599,0.797333369952411,57.75,"neutral","fusiform","carnivore"
"257",294,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","5",1,1,"demersal","solitary",41,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",60.5,2000,1,5e-04,0.00515884241990599,0.00615884241990599,1.49048055051236,57.75,"neutral","fusiform","carnivore"
"259",296,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",60.5,2000,4,0.002,0.00365884241990599,0.00765884241990599,0.797333369952411,57.75,"neutral","fusiform","carnivore"
"260",297,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,57.75,"neutral","fusiform","carnivore"
"261",298,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.75,"neutral","fusiform","carnivore"
"262",299,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Rypticus saponaceus","greater soapfish","4",1,0,"demersal","solitary",35,"none",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.75,"neutral","fusiform","carnivore"
"263",300,187,"BISC-W13","Continuous",40,5,29.5,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.75,"neutral","fusiform","carnivore"
"264",301,187,"BISC-W13","Continuous",40,5,29.5,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","6",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,57.75,"neutral","fusiform","carnivore"
"265",302,187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",60.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.75,"silvering","fusiform","invertivore"
"266",303,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2015-03-16",53,176.7145868,1,0.00565884241990599,"2015-03-16",55.5,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,54.25,"silvering","fusiform","invertivore"
"267",304,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",53,176.7145868,1,0.00565884241990599,"2015-03-16",55.5,2000,4,0.002,0.00365884241990599,0.00765884241990599,0.797333369952411,54.25,"neutral","fusiform","carnivore"
"269",306,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,8,0.004,-0.004,0.004,-1.6094379124341,54.25,"neutral","fusiform","carnivore"
"270",309,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","3",1,1,"demersal","solitary",41,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,54.25,"neutral","fusiform","carnivore"
"271",310,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","3",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,54.25,"neutral","fusiform","carnivore"
"272",311,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,54.25,"neutral","fusiform","carnivore"
"273",312,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","6",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,54.25,"neutral","fusiform","carnivore"
"274",313,188,"BISC-W60-4b","Continuous",50,5,27.9230769230769,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-16",53,176.7145868,0,0,"2015-03-16",55.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,54.25,"camouflage","anguilliform","carnivore"
"275",314,189,"KL-W2","Continuous",20,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",46,176.7145868,1,0.00565884241990599,"2015-03-17",50.5,2000,1,5e-04,0.00515884241990599,0.00615884241990599,1.49048055051236,48.25,"neutral","fusiform","carnivore"
"276",315,189,"KL-W2","Continuous",20,5,30.6,"Scorpaeniformes","Scorpaenidae","Scorpaena plumieri","spotted scorpionfish","6",1,0,"demersal","solitary",50,"cryptic",1,"2015-03-17",46,176.7145868,1,0.00565884241990599,"2015-03-17",50.5,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,48.25,"camouflage","fusiform","carnivore"
"278",317,189,"KL-W2","Continuous",20,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",46,176.7145868,2,0.011317684839812,"2015-03-17",50.5,2000,6,0.003,0.00831768483981199,0.014317684839812,1.12474166048009,48.25,"neutral","fusiform","carnivore"
"279",318,189,"KL-W2","Continuous",20,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",46,176.7145868,0,0,"2015-03-17",50.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,48.25,"neutral","fusiform","carnivore"
"280",319,189,"KL-W2","Continuous",20,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",46,176.7145868,0,0,"2015-03-17",50.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,48.25,"neutral","fusiform","carnivore"
"281",320,189,"KL-W2","Continuous",20,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","6",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",46,176.7145868,0,0,"2015-03-17",50.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,48.25,"neutral","fusiform","carnivore"
"282",321,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",60,176.7145868,1,0.00565884241990599,"2015-03-17",58,2000,1,5e-04,0.00515884241990599,0.00615884241990599,1.49048055051236,59,"neutral","fusiform","carnivore"
"283",322,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2015-03-17",60,176.7145868,1,0.00565884241990599,"2015-03-17",58,2000,1,5e-04,0.00515884241990599,0.00615884241990599,1.49048055051236,59,"silvering","fusiform","invertivore"
"284",323,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2015-03-17",60,176.7145868,1,0.00565884241990599,"2015-03-17",58,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,59,"neutral","fusiform","carnivore"
"285",325,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,59,"neutral","fusiform","carnivore"
"286",326,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,"neutral","fusiform","carnivore"
"287",327,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","6",1,1,"demersal","solitary",41,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,59,"neutral","fusiform","carnivore"
"288",328,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,"neutral","fusiform","carnivore"
"289",329,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","6",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,59,"neutral","fusiform","carnivore"
"290",330,190,"KL-W7","Continuous",30,3,52.8076923076923,"Perciformes","Epinephelidae","Epinephelus striatus","nassau grouper","6",1,0,"demersal","solitary",100,"conspicuous",1,"2015-03-17",60,176.7145868,0,0,"2015-03-17",58,2000,2,0.001,-0.001,0.001,-0.693147180559945,59,"neutral","fusiform","carnivore"
"291",331,191,"BISC-P14a","Patch",50,35,20.0689655172414,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-18",9,78.53981634,0,0,"2015-03-18",12,2940,4,0.00136054421768707,-0.00136054421768707,0.00136054421768707,-0.858892193168122,10.5,"camouflage","anguilliform","carnivore"
"292",332,192,"BISC-P15a","Patch",80,10,55.5121951219512,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2015-03-18",14,78.53981634,0,0,"2015-03-18",7,9240,2,0.000216450216450216,-0.000216450216450216,0.000216450216450216,-0.195936958811952,10.5,"neutral","fusiform","carnivore"
"293",335,192,"BISC-P15a","Patch",80,10,55.5121951219512,"Perciformes","Epinephelidae","Epinephelus striatus","nassau grouper","6",1,0,"demersal","solitary",100,"conspicuous",1,"2015-03-18",14,78.53981634,0,0,"2015-03-18",7,9240,2,0.000216450216450216,-0.000216450216450216,0.000216450216450216,-0.195936958811952,10.5,"neutral","fusiform","carnivore"
"294",337,192,"BISC-P15a","Patch",80,10,55.5121951219512,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-18",14,78.53981634,0,0,"2015-03-18",7,9240,2,0.000216450216450216,-0.000216450216450216,0.000216450216450216,-0.195936958811952,10.5,"camouflage","anguilliform","carnivore"
"295",339,192,"BISC-P15a","Patch",80,10,55.5121951219512,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-03-18",14,78.53981634,0,0,"2015-03-18",7,9240,1,0.000108225108225108,-0.000108225108225108,0.000108225108225108,-0.102759733957769,10.5,"neutral","anguilliform","carnivore"
"296",340,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",62,176.7145868,2,0.011317684839812,"2015-03-18",62,2000,3,0.0015,0.00981768483981199,0.012817684839812,1.59474528972583,62,"neutral","fusiform","carnivore"
"297",342,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"neutral","fusiform","carnivore"
"298",343,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,6,0.003,-0.003,0.003,-1.38629436111989,62,"neutral","fusiform","carnivore"
"299",344,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"neutral","fusiform","carnivore"
"300",345,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","6",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"neutral","fusiform","carnivore"
"301",346,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"neutral","anguilliform","carnivore"
"302",347,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","6",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"neutral","fusiform","carnivore"
"303",348,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"silvering","fusiform","invertivore"
"304",349,193,"BISC-W12","Continuous",40,10,37.8076923076923,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-18",62,176.7145868,0,0,"2015-03-18",62,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62,"camouflage","anguilliform","carnivore"
"305",350,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",57,176.7145868,1,0.00565884241990599,"2015-03-18",58,2000,1,5e-04,0.00515884241990599,0.00615884241990599,1.49048055051236,57.5,"neutral","fusiform","carnivore"
"306",351,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",57,176.7145868,1,0.00565884241990599,"2015-03-18",58,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,57.5,"neutral","fusiform","carnivore"
"307",352,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-18",57,176.7145868,0,0,"2015-03-18",58,2000,2,0.001,-0.001,0.001,-0.693147180559945,57.5,"camouflage","anguilliform","carnivore"
"308",355,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-18",57,176.7145868,0,0,"2015-03-18",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.5,"neutral","fusiform","carnivore"
"309",356,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Perciformes","Epinephelidae","Epinephelus guttatus","red hind","6",1,0,"demersal","solitary",76,"conspicuous",0,"2015-03-18",57,176.7145868,0,0,"2015-03-18",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.5,"neutral","fusiform","invertivore"
"310",357,194,"BISC-W60-11c","Continuous",65,5,25.6153846153846,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","5",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-18",57,176.7145868,0,0,"2015-03-18",58,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,57.5,"camouflage","anguilliform","carnivore"
"314",361,195,"BISC-P10a","Patch",65,10,66.3076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-19",20,78.53981634,0,0,"2015-03-19",22,2448,1,0.000408496732026144,-0.000408496732026144,0.000408496732026144,-0.342522988151367,21,"neutral","fusiform","carnivore"
"315",362,195,"BISC-P10a","Patch",65,10,66.3076923076923,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-03-19",20,78.53981634,0,0,"2015-03-19",22,2448,1,0.000408496732026144,-0.000408496732026144,0.000408496732026144,-0.342522988151367,21,"camouflage","anguilliform","carnivore"
"316",364,196,"BISC-P11a","Patch",78,5,41.36,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2015-03-19",15,28.27433388,0,0,"2015-03-19",17,2142,2,0.000933706816059757,-0.000933706816059757,0.000933706816059757,-0.659438790947835,16,"neutral","fusiform","carnivore"
"317",366,196,"BISC-P11a","Patch",78,5,41.36,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","3",1,1,"demersal","solitary",45.7,"conspicuous",1,"2015-03-19",15,28.27433388,0,0,"2015-03-19",17,2142,1,0.000466853408029879,-0.000466853408029879,0.000466853408029879,-0.383119567807872,16,"neutral","fusiform","carnivore"
"319",368,197,"BISC-W30a","Continuous",18,2,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-19",27,176.7145868,1,0.00565884241990599,"2015-03-19",35,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,31,"neutral","fusiform","carnivore"
